OverallQual,YearBuilt,YearRemodAdd,GarageArea,1stFlrSF,TotalBsmtSF,GrLivArea,GarageCars,Fireplaces,TotRmsAbvGrd,FullBath,MSZoning,GarageType,Neighborhood,Condition1,Condition2,ExterQual,BsmtQual,KitchenQual,GarageQual,GarageFinish,SaleType,SaleCondition,FireplaceQu,RoofMatl,Exterior1st,Exterior2nd,Foundation,MiscFeature,PoolQC,Electrical,HeatingQC,Heating,BsmtExposure,BsmtCond,ExterCond,BsmtFinType1,BsmtFinType2,SalePrice
4,1970,1970,576,960,960,960,2,0,6,1,RL,Detchd,BrkSide,RRAn,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasW,Av,TA,TA,ALQ,Unf,129000
6,1976,2005,475,725,725,1479,2,0,6,2,RL,Attchd,Sawyer,RRAe,Norm,Gd,TA,Gd,TA,RFn,WD,Normal,Unknown,CompShg,HdBoard,Plywood,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,130500
6,1974,1974,478,1350,1064,1350,2,1,7,2,RL,Attchd,NWAmes,Norm,Norm,TA,Gd,TA,TA,RFn,WD,Normal,TA,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,165000
7,1890,1998,704,1576,718,2554,2,0,8,1,RM,Detchd,OldTown,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,VinylSd,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,Unf,Unf,159500
5,1973,2000,439,1178,1176,1178,2,1,5,1,RL,Attchd,NWAmes,Norm,Norm,TA,Gd,Gd,TA,Unf,WD,Normal,Fa,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,BLQ,Unf,157000
7,1993,1994,983,1325,1311,2418,3,1,9,2,RL,Attchd,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,TA,CompShg,Wd Sdng,ImStucc,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,341000
5,1969,1969,300,971,971,971,1,1,5,1,RL,Attchd,CollgCr,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Po,CompShg,HdBoard,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Gd,TA,TA,ALQ,Unf,128500
8,1985,1985,564,1742,1742,1742,2,1,5,2,RL,Attchd,StoneBr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,TA,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,TA,GasA,Gd,TA,TA,GLQ,Unf,275000
6,2004,2004,420,848,848,848,2,0,3,1,RM,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,143000
4,1970,1970,463,864,864,864,2,0,5,1,RL,Detchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,ALQ,Unf,124500
4,1954,1972,548,997,941,1470,1,0,7,2,RL,Detchd,Edwards,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,135000
9,2007,2008,768,1698,1698,1698,3,1,8,2,RL,Attchd,Edwards,Norm,Norm,Ex,Ex,Ex,TA,Fin,WD,Normal,Gd,CompShg,CemntBd,CmentBd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,320000
4,1970,1970,660,864,864,864,2,0,5,1,RL,Detchd,NAmes,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Unknown,CompShg,HdBoard,Plywood,CBlock,Shed,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,BLQ,120500
6,1988,2007,540,1680,880,1680,2,1,5,2,RL,Attchd,Crawfor,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Gd,CompShg,Wd Sdng,Plywood,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,GLQ,Unf,222000
7,2007,2007,632,1232,1232,1232,2,0,6,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,194500
5,1958,1958,888,1776,1584,1776,3,0,9,2,RL,Detchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,COD,Abnorml,Unknown,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,110000
4,1925,1950,539,848,780,1208,2,0,5,1,RM,Detchd,IDOTRR,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,BLQ,Unf,103000
8,1995,1996,608,1616,1595,1616,2,1,5,2,RL,Attchd,StoneBr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,TA,CompShg,CemntBd,CmentBd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,236500
7,2003,2003,438,1146,868,1146,2,1,6,2,RL,Attchd,Timber,Norm,Norm,Gd,Ex,Gd,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,187500
7,1998,1999,541,1153,1153,2031,2,1,8,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,ALQ,Unf,222500
5,1961,1983,264,1144,864,1144,1,1,6,1,RL,Attchd,Sawyer,Feedr,Norm,TA,TA,TA,TA,RFn,WD,Normal,TA,CompShg,HdBoard,HdBoard,CBlock,Shed,Unknown,SBrkr,Ex,GasA,No,TA,TA,BLQ,Unf,131400
5,1968,1968,300,948,948,948,1,0,6,1,RL,Attchd,Sawyer,Norm,Norm,TA,TA,TA,TA,Unf,WD,Family,Unknown,CompShg,Plywood,Plywood,PConc,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,108000
7,1914,1970,320,880,880,1768,2,2,6,1,RM,Detchd,OldTown,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,TA,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,Fa,GasW,Mn,TA,TA,Rec,Unf,163000
3,1950,1950,400,1040,0,1040,2,0,6,2,RL,Detchd,NAmes,Norm,Norm,TA,Unknown,TA,TA,Unf,WD,Normal,Unknown,CompShg,Stucco,Stone,CBlock,Unknown,Unknown,FuseF,Gd,GasA,Unknown,Unknown,TA,Unknown,Unknown,93500
8,2005,2005,800,901,893,1801,3,1,8,2,RL,Attchd,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,239900
5,1987,1988,0,1200,1200,1200,0,0,5,3,RL,Unknown,Edwards,Norm,Norm,TA,Gd,TA,Unknown,Unknown,WD,Alloca,Unknown,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Gd,Gd,TA,GLQ,Unf,179000
7,2004,2004,572,864,864,1728,2,0,7,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,190000
5,1910,2002,360,768,264,1432,2,0,7,2,RM,Detchd,OldTown,Norm,Norm,TA,Fa,TA,TA,Unf,WD,Abnorml,Unknown,CompShg,Wd Sdng,Wd Shng,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,No,Fa,Gd,Unf,Unf,132000
6,1961,1996,288,912,912,912,1,0,5,1,RL,Detchd,Sawyer,Feedr,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,Mn,TA,Gd,GLQ,Unf,142000
7,2000,2001,539,1349,1349,1349,2,0,6,2,RL,Attchd,SawyerW,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,179000
5,1963,1999,480,1464,520,1464,2,1,6,2,RL,Attchd,Sawyer,Norm,Norm,TA,Gd,TA,TA,RFn,WD,Normal,TA,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,ALQ,Unf,175000
8,1993,1993,462,1337,1337,1337,2,1,5,2,RL,Attchd,StoneBr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,TA,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,GLQ,Unf,180000
8,1976,1996,831,1175,1142,2715,2,2,11,3,RL,BuiltIn,NWAmes,Norm,Norm,Ex,TA,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,Gd,Gd,GLQ,ALQ,299800
7,2000,2000,554,980,952,2256,2,1,8,2,RL,BuiltIn,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,236000
7,1880,2003,864,1320,1240,2640,4,1,8,1,RM,Detchd,OldTown,Norm,Norm,Gd,TA,Gd,TA,Unf,WD,Normal,Gd,CompShg,Stucco,Stucco,Stone,Unknown,Unknown,SBrkr,TA,GasW,No,Fa,TA,Unf,Unf,265979
7,1996,1996,527,1720,1720,1720,2,1,7,2,RL,Attchd,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,260400
4,1945,1950,240,1088,0,1529,1,0,9,2,RL,Detchd,Edwards,Norm,Norm,TA,Unknown,TA,TA,Unf,WD,Normal,Unknown,CompShg,WdShing,Wd Shng,Slab,Unknown,Unknown,FuseF,TA,Wall,Unknown,Unknown,TA,Unknown,Unknown,98000
4,1910,2004,0,792,576,1140,0,0,7,1,RM,Unknown,OldTown,Norm,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,Gd,GasA,No,Fa,TA,Unf,Unf,96500
7,2003,2003,400,660,660,1320,2,0,6,2,RL,Attchd,Gilbert,RRAn,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,162000
6,1997,1997,576,1494,1479,1494,2,0,6,2,RL,Attchd,CollgCr,Norm,Norm,TA,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,Gd,GLQ,Unf,217000
8,2005,2005,878,1038,1030,2098,3,1,8,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Gd,Ex,TA,RFn,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,Mn,TA,TA,Unf,Unf,275500
6,1969,2005,440,1026,1026,1026,2,0,5,1,RL,Detchd,NAmes,Norm,Norm,TA,TA,Gd,TA,RFn,WD,Normal,Unknown,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,GLQ,LwQ,156000
6,1999,1999,440,742,729,1471,2,0,6,2,FV,Detchd,Somerst,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,GLQ,Unf,172500
8,2007,2007,578,866,866,1768,2,0,7,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,212000
6,1978,1978,440,672,672,1386,2,1,6,2,RL,Attchd,Sawyer,Norm,Norm,TA,TA,TA,TA,Fin,WD,Abnorml,TA,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Mn,TA,TA,Rec,Unf,158900
7,1999,1999,440,757,744,1501,2,0,6,2,FV,Detchd,Somerst,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,ALQ,Unf,179400
8,1995,1995,752,1328,1318,2531,3,1,9,2,RL,Attchd,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,LwQ,ALQ,290000
6,1959,1959,300,864,864,864,1,0,5,1,RL,Detchd,NAmes,Norm,Norm,TA,TA,TA,Ex,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Shed,Unknown,SBrkr,Ex,GasA,No,TA,TA,Rec,Unf,127500
5,1924,1950,440,1301,1145,1301,2,0,5,1,RM,Detchd,BrkSide,Feedr,Norm,TA,TA,Fa,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,PConc,Unknown,Unknown,SBrkr,TA,GasA,Mn,TA,TA,LwQ,Unf,100000
7,2009,2009,614,764,756,1547,2,0,7,2,FV,Attchd,Somerst,Norm,Norm,TA,Gd,Gd,TA,Unf,Con,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Mn,TA,TA,GLQ,Unf,215200
8,1999,1999,856,1268,1252,2365,3,1,8,2,RL,Attchd,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Mn,TA,TA,GLQ,Unf,337000
8,1995,1996,481,1494,1494,1494,2,1,6,1,RL,Attchd,Veenker,Norm,Norm,Gd,Gd,Ex,TA,Fin,WD,Normal,Gd,CompShg,BrkFace,BrkFace,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,Gd,Gd,LwQ,GLQ,270000
9,2008,2008,592,1506,1498,1506,2,1,6,2,RL,Attchd,Somerst,Norm,Norm,Gd,Gd,Ex,TA,Fin,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,264132
7,1988,1988,496,980,980,1714,2,1,7,2,RL,Attchd,NWAmes,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,TA,CompShg,HdBoard,HdBoard,CBlock,Shed,Unknown,SBrkr,TA,GasA,No,TA,TA,GLQ,Unf,196500
6,1940,1985,423,983,983,1750,1,0,7,2,RL,Attchd,Mitchel,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,CBlock,Shed,Unknown,SBrkr,Ex,GasA,Mn,TA,TA,ALQ,Unf,160000
7,2004,2005,484,1836,1860,1836,2,1,8,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,216837
8,2003,2003,841,1690,1650,3279,3,1,12,3,RL,BuiltIn,StoneBr,Norm,Norm,Ex,Gd,Ex,TA,Fin,WD,Normal,Gd,CompShg,CemntBd,Wd Shng,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,ALQ,Unf,538000
5,1982,1982,576,858,858,858,2,0,5,1,RL,Detchd,Sawyer,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Av,TA,TA,GLQ,Unf,134900
4,1951,1951,396,1220,836,1220,2,0,6,1,RL,Detchd,Edwards,Norm,Norm,TA,Fa,TA,TA,Unf,COD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,FuseF,TA,GasA,No,Fa,TA,LwQ,Unf,102000
6,1976,1976,672,1117,1029,1117,2,1,6,1,RL,Detchd,Edwards,Norm,Norm,TA,TA,TA,TA,Unf,WD,Abnorml,TA,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Av,TA,TA,ALQ,BLQ,107000
5,1958,1958,275,912,912,912,1,0,5,1,RL,Attchd,NAmes,Feedr,Norm,TA,TA,TA,TA,RFn,COD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,FuseA,Ex,GasA,No,TA,TA,Rec,Unf,114500
8,2006,2006,895,1973,1935,1973,3,1,9,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Gd,Gd,TA,Fin,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,Av,TA,TA,Unf,Unf,395000
6,1998,1998,412,1204,1204,1204,2,0,5,2,RM,Attchd,Mitchel,Norm,Norm,TA,Ex,TA,TA,Fin,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,162000
7,2005,2006,865,1614,1614,1614,3,0,7,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,New,Partial,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,221500
5,1974,1974,440,894,864,894,2,1,5,1,RL,Attchd,Sawyer,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Fa,CompShg,HdBoard,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,142500
5,1977,1977,630,2020,0,2020,2,2,10,2,RH,Detchd,SawyerW,Feedr,Norm,TA,Unknown,TA,TA,Unf,WD,Normal,TA,CompShg,Plywood,Plywood,Slab,Unknown,Unknown,SBrkr,TA,GasA,Unknown,Unknown,TA,Unknown,Unknown,144000
6,1977,1977,504,1004,975,1004,2,0,4,1,RL,Attchd,Mitchel,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Unknown,CompShg,Plywood,ImStucc,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Gd,TA,TA,GLQ,Unf,135000
7,1995,1996,402,1253,1237,1253,2,1,6,2,RL,Attchd,Gilbert,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Normal,TA,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,Gd,TA,Unf,Unf,176000
6,1992,1992,484,810,761,1603,2,0,7,2,RL,Attchd,SawyerW,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,ALQ,Unf,175900
7,2001,2002,605,1430,1413,1430,2,0,6,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,187100
5,1978,1978,602,1110,1097,1110,2,1,4,1,RL,Attchd,Mitchel,Norm,Norm,TA,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,Plywood,Plywood,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,Gd,GLQ,Unf,165500
6,1914,2001,0,742,742,1484,0,1,9,2,RM,Unknown,OldTown,Norm,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,Gd,CompShg,Wd Sdng,Wd Shng,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,128000
6,1967,1967,457,1342,1372,1342,2,1,7,2,RL,Attchd,NWAmes,Feedr,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,BrkFace,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Rec,LwQ,161500
5,1915,1950,416,966,686,1652,1,0,7,2,RM,Detchd,OldTown,Artery,Norm,TA,Fa,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,PConc,Shed,Unknown,SBrkr,TA,GasA,No,TA,Gd,LwQ,Unf,139000
7,2004,2004,618,956,956,2084,2,0,8,2,RL,BuiltIn,SawyerW,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,233000
4,1954,2000,281,901,901,901,1,0,4,1,RM,Detchd,OldTown,Norm,Norm,TA,TA,TA,Fa,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,107900
6,1966,2007,444,976,832,2087,2,0,9,2,RL,Attchd,ClearCr,Norm,Norm,TA,TA,Gd,TA,Fin,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,Gd,Fa,TA,LwQ,Unf,187500
7,2005,2006,397,1145,1145,1145,2,1,5,2,RL,Attchd,Blmngtn,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,160200
6,1976,1976,539,1062,1029,1062,2,2,5,1,RL,Attchd,Mitchel,Norm,Norm,TA,Gd,TA,TA,RFn,WD,Normal,TA,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,TA,GasA,Av,TA,TA,ALQ,Unf,146800
7,1996,1997,455,1127,1117,2013,2,1,8,2,RL,Attchd,NoRidge,Norm,Norm,Gd,Gd,TA,TA,Unf,WD,Normal,TA,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,269790
8,2007,2007,474,1496,1496,1496,2,0,7,2,RL,Attchd,Somerst,Norm,Norm,Gd,Gd,Gd,TA,Fin,New,Partial,Unknown,CompShg,CemntBd,CmentBd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,Unf,Unf,225000
7,1994,1996,409,1086,712,1895,2,1,7,2,RL,Attchd,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,MetalSd,MetalSd,PConc,Shed,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,194500
6,1980,1981,476,888,650,1564,2,1,7,2,RL,Attchd,SawyerW,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,TA,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,171000
6,1977,1977,528,1285,660,1285,2,1,7,1,RL,Attchd,Sawyer,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,TA,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,143500
5,1953,1953,240,773,773,773,1,0,4,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Abnorml,Unknown,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,BLQ,Unf,110000
9,2008,2009,820,1966,1926,3140,3,2,11,3,RL,BuiltIn,NridgHt,Norm,Norm,Ex,Ex,Ex,TA,Fin,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,485000
5,1937,1950,240,981,731,1768,1,2,7,1,RL,Detchd,SWISU,Feedr,Norm,TA,Gd,Gd,TA,Unf,WD,Normal,TA,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,Unf,175000
6,1997,1997,603,616,616,1688,2,0,8,2,RL,Attchd,ClearCr,Feedr,Norm,TA,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Shed,Unknown,SBrkr,Gd,GasA,Gd,TA,TA,GLQ,Unf,200000
4,1916,1990,440,1196,1196,1196,2,0,5,1,RM,Detchd,IDOTRR,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,FuseA,Ex,GasA,No,TA,TA,LwQ,Unf,109900
7,2005,2005,410,728,728,1456,2,1,7,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Gd,CompShg,WdShing,Wd Shng,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,189000
9,2008,2009,1020,1734,1734,2822,3,1,12,3,RL,BuiltIn,NridgHt,Norm,Norm,Ex,Ex,Ex,TA,RFn,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,Unf,Unf,582933
5,1954,1954,286,1128,936,1128,1,0,5,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Family,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,LwQ,Unf,118000
7,2008,2008,554,1428,1417,1428,2,0,6,2,RL,Attchd,Somerst,Norm,Norm,Gd,Gd,Ex,TA,RFn,New,Partial,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,227680
5,1967,1967,384,980,980,980,1,0,6,2,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,Fin,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,Av,TA,TA,ALQ,Rec,135500
5,1923,2004,528,1072,1324,1576,2,1,6,1,RL,Attchd,BrkSide,Norm,Norm,TA,TA,Gd,TA,RFn,WD,Normal,TA,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,223500
5,1966,1966,484,1086,1024,1086,2,1,6,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,Gd,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Av,TA,TA,ALQ,BLQ,159950
